id,משרד,תאריך,כותרת,תקציר,סוג מקור,נושאים,רמת כיסוי,URL
act-decisions-sec-4-dec4219-2026,sec-4,2026-06-11,"הצעת חוק השידור הציבורי הישראלי (תיקון - תקציב תאגיד השידור הישראלי), התשפ""ד-2024 של חה""כ אביחי אברהם בוארון (פ/4736)",החלטת ממשלה (4219) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4219-2026
act-decisions-sec-4-dec4220-2026,sec-4,2026-06-11,"הצעת חוק לתיקון פקודת התעבורה (אכיפת עבירות תעבורה על ידי רשויות מקומיות),  התשפ""ו-2026 של חה""כ יעל רון בן משה (פ/6688)",החלטת ממשלה (4220) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,local-authorities,direct,https://www.gov.il/he/departments/policies/dec4220-2026
act-decisions-sec-4-dec4221-2026,sec-4,2026-06-11,"הצעת חוק הטיס (תיקון - פיקוח על מכירה ורכישה של רחפנים בעלי יכולת נשיאה), התשפ""ו-2026 של חה""כ רם בן ברק ומישל בוסקילה (פ/6635)",החלטת ממשלה (4221) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4221-2026
act-decisions-sec-4-dec4222-2026,sec-4,2026-06-11,"הצעת חוק מניעת רעש בלתי סביר של המואזין, התשפ״ו-2025 של חה""כ צביקה פוגל (פ/6392)",החלטת ממשלה (4222) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4222-2026
act-decisions-sec-4-dec4223-2026,sec-4,2026-06-11,"הצעת חוק המרכז למורשת יהדות קווקז, תשפ""ד-2024 של חה""כ חנוך דב מלביצקי (פ/4857)",החלטת ממשלה (4223) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4223-2026
act-decisions-sec-4-dec4224-2026,sec-4,2026-06-11,"הצעת חוק המועצה להנצחת מורשת יהדות איראן והמדינות הסמוכות, התשפ""ו-2025 של חה""כ גלית דיסטל אטבריאן ואחרים (פ/6275)",החלטת ממשלה (4224) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4224-2026
act-decisions-sec-4-dec4225-2026,sec-4,2026-06-11,"הצעת חוק להנצחת זכרו של רבי נחמן מברסלב, התשפ""ו-2026 של חה""כ אליהו רביבו (פ/6580)",החלטת ממשלה (4225) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4225-2026
act-decisions-sec-4-dec4226-2026,sec-4,2026-06-11,"הצעת חוק זכויות הסטודנט (תיקון מס'), התשפ""ו-2026 (ה""ח הכנסת מס' 1121) - דיון נוסף לפני קריאה שנייה ושלישית",החלטת ממשלה (4226) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4226-2026
act-decisions-sec-4-dec4227-2026,sec-4,2026-06-11,"הצעת חוק זכויות אחים מטפלים בנכי צה""ל (תיקוני חקיקה), התשפ""ה-2025 של חה""כ ניסים ואטורי (פ/5543)",החלטת ממשלה (4227) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4227-2026
act-decisions-sec-4-dec4228-2026,sec-4,2026-06-11,"הצעת חוק העדפה מתקנת למשרתים בשירות צבאי או לאומי, התשפ""ו-2025 של חה""כ משה סעדה (פ/6318)",החלטת ממשלה (4228) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4228-2026
act-decisions-sec-4-dec4229-2026,sec-4,2026-06-11,"הצעת חוק פינוי ובינוי של אזורי שיקום (הוראת שעה - כפר שלם), התשפ""ו-2026  של חה""כ חוה אתי עטייה (פ/6723)",החלטת ממשלה (4229) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,emergency,direct,https://www.gov.il/he/departments/policies/dec4229-2026
act-decisions-sec-4-dec4230-2026,sec-4,2026-06-11,"הצעת חוק-יסוד: הכנסת (תיקון - הצהרת האמונים של חברי הכנסת) של חה""כ אושר שקלים (פ/6638)",החלטת ממשלה (4230) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4230-2026
act-decisions-sec-4-dec4231-2026,sec-4,2026-06-11,"הצעת חוק העונשין (תיקון - ביטול עבירת המטרד על ידי עיסוק בזנות), התשפ""ה-2025 של חה""כ מרב מיכאלי (פ/5946)",החלטת ממשלה (4231) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4231-2026
act-decisions-sec-4-dec4232-2026,sec-4,2026-06-11,"הצעת חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים) (תיקון - משך מעצר מרבי ועילות מעצר), התשפ""ו-2026 של חה""כ ינון אזולאי (פ/6438)",החלטת ממשלה (4232) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,regulation,direct,https://www.gov.il/he/departments/policies/dec4232-2026
act-decisions-sec-4-dec4233-2026,sec-4,2026-06-11,"הצעת חוק הגנת הפרטיות (תיקון - מניעת פרסום פרטיו של אדם שנהרג או נפגע ברבים בטרם נמסרה הודעה למשפחה), התשפ""ג-2022 של חה""כ ינון אזולאי (פ/618)",החלטת ממשלה (4233) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4233-2026
act-decisions-sec-4-dec4234-2026,sec-4,2026-06-11,"הצעת חוק זכויות נפגעי עבירה (תיקון - התרת פרסום שמו של פוגע), התשפ""ו-2026 של חה""כ מירב בן ארי ויעקב מרגי (פ/6593)",החלטת ממשלה (4234) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4234-2026
act-decisions-sec-4-dec4235-2026,sec-4,2026-06-11,"הצעת חוק זכויות נפגעי עבירה (תיקון - העברת ערכות דגימה), התשפ""ה-2025 של חה""כ שמחה רוטמן ואחרים (פ/5970)",החלטת ממשלה (4235) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4235-2026
act-decisions-sec-4-dec4238-2026,sec-4,2026-06-11,תוכנית לפיתוח מרחבי במחוז הצפון לשנים 2026 - 2030,החלטת ממשלה · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4238-2026
act-decisions-sec-4-dec4239-2026,sec-4,2026-06-11,תוכנית לאומית לצמצום זיהום אוויר וריח באזור אשדוד,החלטת ממשלה (4239) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,environment; regulation,direct,https://www.gov.il/he/departments/policies/dec4239-2026
act-decisions-sec-4-dec4240-2026,sec-4,2026-06-11,"התוכנית הלאומית במערכת החינוך לקיץ תשפ""ו ותיקון החלטת ממשלה",החלטת ממשלה (4240) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4240-2026
act-decisions-sec-4-dec4241-2026,sec-4,2026-06-11,חיזוק החינוך הבלתי פורמאלי ותיקון החלטת ממשלה,החלטת ממשלה (4241) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4241-2026
act-decisions-sec-4-dec4242-2026,sec-4,2026-06-11,"תוכנית לחיזוק החוסן של יישובי הטווח המכונה 0 - 9   ק""מ להתמודדות עם האיום הביטחוני הנובע מהתמשכות המערכה ותיקון החלטת ממשלה",החלטת ממשלה (4242) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,emergency,direct,https://www.gov.il/he/departments/policies/dec4242-2026
act-decisions-sec-4-dec4243-2026,sec-4,2026-06-11,"תמיכה תקציבית בהפעלת הגנים הבוטניים בישראל לאור מלחמת ""תקומה""",החלטת ממשלה (4243) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,grants,direct,https://www.gov.il/he/departments/policies/dec4243-2026
act-decisions-sec-4-dec4244-2026,sec-4,2026-06-11,תוכנית לאומית לחידוש ושדרוג מוזיאוני המחתרות לציון 80 שנה להקמת תנועת המרי העברי ותיקון החלטת הממשלה,החלטת ממשלה (4244) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4244-2026
act-decisions-sec-4-dec4245-2026,sec-4,2026-06-11,"הסמכת ""קבוצת דוראל משאבי אנרגיה מתחדשת"" להכין תוכנית לתשתית לאומית לפרויקט אגרו וולטאי ולהגישה לוועדה הארצית לתכנון ולבנייה של תשתיות לאומיות",החלטת ממשלה (4245) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,infrastructure,direct,https://www.gov.il/he/departments/policies/dec4245-2026
act-publications-health-fcs-297624726,health,2026-06-11,"הוראת מנהלת מערך רגולציה לבדיקות יזומות מיוחדות של מזון מיובא לפי סעיף 86(ב)(2) לחוק הגנה על בריאות הציבור (מזון) התשע""ו - מיום 09.06.2026",פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,health; regulation,direct,https://www.gov.il/he/departments/policies/fcs-297624726
act-publications-sec-37-hozer-mankal-032026,sec-37,2026-06-11,"חוזר מנכ""ל 03/2026: מבחנים לחלוקת כספים לפעולות שיווק של אירועים תיירותיים לשנת 2026","פרסום רשמי של משרד התיירות באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/hozer-mankal-032026
act-publications-sec-37-hozer-mankal-042026,sec-37,2026-06-11,"חוזר מנכ""ל 04/2026: נוהל השתתפות משרד התיירות בפעולות שיווק לעידוד תיירות הפנים לשנת 2026","פרסום רשמי של משרד התיירות באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/hozer-mankal-042026
act-publications-sec-37-hozer-mankal-052026,sec-37,2026-06-11,"חוזר מנכ""ל 05/2026: נוהל השתתפות משרד התיירות בפעולות שיווק תיירות במסגרת החלטת ממשלה 3304 לשנת 2026","פרסום רשמי של משרד התיירות באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/hozer-mankal-052026
act-publications-health-nd259-2026,health,2026-06-10,סמכות לאחיות ואחים מוסמכים להחלטה על טיפול ב LAT GEL לצורך שיכוך כאבים בפציעות במחלקה / יחידה לרפואה דחופה מבוגרים וילדים באשפוז ובקהילה,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/nd259-2026
act-publications-sec-23-molsa-executive-circulars-001-2026,sec-23,2026-06-10,סייעות שילוב במעונות יום לפעוטות,"פרסום רשמי של משרד הרווחה והביטחון החברתי באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/molsa-executive-circulars-001-2026
act-publications-sec-4-directive-17-2026,sec-4,2026-06-10,נוהל סבסוד קייטנות ומסגרות קיץ לילדי עובדי שירות המדינה 2026,"פרסום רשמי של נציבות שירות המדינה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,regulation,direct,https://www.gov.il/he/departments/policies/directive-17-2026
act-publications-environment-radioactive_materials_june-09,environment,2026-06-09,הנחיות הממונה על הקרינה הסביבתית לעוסקים בחומרים רדיואקטיביים,פרסום רשמי של המשרד להגנת הסביבה באתר gov.il (נהלים כלליים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/radioactive_materials_june-09
act-publications-sec-5-inst-090626-1,sec-5,2026-06-09,הוראת ביצוע – מענקים למשרתי מילואים – מסמך משלים למתווה שני,פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,grants; regulation,direct,https://www.gov.il/he/departments/policies/inst-090626-1
act-publications-sec-68-foreign-parent-registration,sec-68,2026-06-09,"טיפול בבקשות לרישום הורה נוסף רישומי  לקטינים שנולדו מחוץ לישראל על סמך תעודות ציבוריות מחו""ל רישום סטטיסטי ללא תוקף משפטי בהתאם לפסיקות בג""ץ",פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/foreign-parent-registration
act-publications-economy-economy-dgi-instructions-04-88,economy,2026-06-08,"הוראת מנכ""ל 4.88 - תכנית סיוע להקמה הרחבה או שיפוץ מבנים להשכרה להיי-טק ולשירותים בתחום ההיי-טק באשכול גליל מערבי ובאשכול גליל מזרחי","פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/economy-dgi-instructions-04-88
act-publications-environment-radioactive_materials_june-07,environment,2026-06-08,הנחיות הממונה על הקרינה הסביבתית לעוסקים בחומרים רדיואקטיביים,פרסום רשמי של המשרד להגנת הסביבה באתר gov.il (נהלים כלליים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/radioactive_materials_june-07
act-publications-sec-34-74201,sec-34,2026-06-08,"החלטה מס' 74201– מתן רישיון מס'  01657425  לנגב אנרגיה פי וי בע""מ",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/74201
act-publications-sec-4-directive-16-2026,sec-4,2026-06-08,שבוע המודעות לסרטן העור 2026,"פרסום רשמי של נציבות שירות המדינה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/directive-16-2026
act-decisions-sec-4-dc4208-2026,sec-4,2026-06-07,אישור מינוי חבר במועצה לענייני משק הגז הטבעי,החלטת ממשלה (4208) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dc4208-2026
act-decisions-sec-4-dec4203-2026,sec-4,2026-06-07,שיקום ופיתוח בריכת ממילא בעיר ירושלים - תיקון החלטת הממשלה,החלטת ממשלה (4203) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4203-2026
act-decisions-sec-4-dec4205-2026,sec-4,2026-06-07,אישור מינוי ראש המטה לביטחון לאומי והיועץ לביטחון לאומי,החלטת ממשלה (4205) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4205-2026
act-decisions-sec-4-dec4207-2026,sec-4,2026-06-07,תמרוץ ענף הבנייה למגורים – תיקון החלטת ממשלה,החלטת ממשלה (4207) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4207-2026
act-decisions-sec-4-dec4209-2026,sec-4,2026-06-07,יעדי ההתפלה במשק המים והגדלת ההיצע התכנוני של מתקני התפלת מי-ים,החלטת ממשלה (4209) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4209-2026
act-decisions-sec-4-dec4210-2026,sec-4,2026-06-07,"עדכון תוכנית התקציב לשנים 2027 עד 2029 (""נומרטור"")",החלטת ממשלה (4210) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4210-2026
act-decisions-sec-4-dec4211-2026,sec-4,2026-06-07,פטור חד פעמי ממכרז למשרת מנהל מטה ההסברה הלאומי במשרד ראש הממשלה,החלטת ממשלה (4211) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,procurement,direct,https://www.gov.il/he/departments/policies/dec4211-2026
act-decisions-sec-4-dec4212-2026,sec-4,2026-06-07,"תוכנית מתאר ארצית - תמ""א/ 35/ 5/ א - יישובים כפריים והמרחב החקלאי מגורי עובדים זרים בחקלאות",החלטת ממשלה (4212) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4212-2026
act-decisions-sec-4-dec4213-2026,sec-4,2026-06-07,העברת סמכויות הנתונות לפי חוק משר הפנים לראש הממשלה בנושאים דחופים,החלטת ממשלה (4213) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4213-2026
act-decisions-sec-4-dec4198-2026,sec-4,2026-06-04,"הצעת חוק התכנון והבנייה (תיקון - ביטול התניית חיבור לחשמל, מים וטלפון באישור תאגיד המים), התשפ""ו-2016 של חה""כ ווליד טאהא (פ/6618)",החלטת ממשלה (4198) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4198-2026
act-decisions-sec-4-dec4199-2026,sec-4,2026-06-04,"טיוטת חוק הגנת הסייבר הלאומית, התשפ""ו-2026",החלטת ממשלה (4199) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4199-2026
act-publications-sec-4-guide_line_0326,sec-4,2026-06-04,"הנחיית נציב מס' 03.26 - נוהל טיפול בתלונות בגין התנהגות שאינה הולמת על רקע גזעני במשרדי הממשלה, יח' סמך ובתי חולים ממשלתיים",פרסום רשמי של נציבות שירות המדינה באתר gov.il (הנחיות נציב שירות המדינה). התוכן המלא בקישור המקור.,government_page,health; regulation,direct,https://www.gov.il/he/departments/policies/guide_line_0326
act-publications-sec-7-new_buildings_plans_check,sec-7,2026-06-04,הנחיות עבודה לבדיקת תכניות במבנים חדשים,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/new_buildings_plans_check
act-publications-sec-33-authorized_body_fishing_prohibited_areas042026,sec-33,2026-06-03,נוהל הגשת בקשה לקבלת היתר לביצוע מחקר באזורים אסורים לדיג,פרסום רשמי של משרד החקלאות וביטחון המזון באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/authorized_body_fishing_prohibited_areas042026
act-decisions-sec-4-dec4188-2026,sec-4,2026-06-02,חיזוק מערך ההכשרות בשירות הלאומי ובשירות הלאומי-אזרחי ותקצוב בעניין מתנדבים בודדים וביטוחי המתנדבים ותיקון החלטת ממשלה,החלטת ממשלה (4188) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,regulation,direct,https://www.gov.il/he/departments/policies/dec4188-2026
act-decisions-sec-4-dec4189-2026,sec-4,2026-06-02,"העמדה לדין של מבצעי אירועי טבח ה-7 באוקטובר 2023 (טבח שמיני עצרת התשפ""ד) ותיקון החלטת ממשלה",החלטת ממשלה (4189) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4189-2026
act-decisions-sec-4-dec4190-2026,sec-4,2026-06-02,הנחה מארנונה לתושבי יישובים מפונים בחבל תקומה בעת שהייתם בפתרונות דיור זמניים,החלטת ממשלה (4190) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4190-2026
act-decisions-sec-4-dec4191-2026,sec-4,2026-06-02,"תוכנית חומש ""מחלום להגשמה"" - קונגרס הנוער העולמי יהודי-ציוני לשנים 2026 - 2030",החלטת ממשלה (4191) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4191-2026
act-decisions-sec-4-dec4193-2026,sec-4,2026-06-02,"תוכנית למתן מעני מיגון מהירים ליישובים בטווח 9-0 ק""מ מגבול הצפון",החלטת ממשלה (4193) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,emergency,direct,https://www.gov.il/he/departments/policies/dec4193-2026
act-decisions-sec-4-dec4194-2026,sec-4,2026-06-02,"התוכנית הממשלתית הרב שנתית לשיקום ולצמיחה של יישובים בטווח המכונה 9-0 ק""מ מגבול לבנון ותיקון החלטות ממשלה",החלטת ממשלה (4194) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,,direct,https://www.gov.il/he/departments/policies/dec4194-2026
act-decisions-sec-4-dec4195-2026,sec-4,2026-06-02,"תוכנית להשלמה ולהאצה של המיגון ביישובים בטווח 9-0 ק""מ מגבול לבנון",החלטת ממשלה (4195) · החלטות ממשלה שפורסמה באתר gov.il. הטקסט המלא בקישור המקור.,policy_document,emergency,direct,https://www.gov.il/he/departments/policies/dec4195-2026
act-publications-sec-4-decision2272,sec-4,2026-06-02,החלטה מס' 2272 - פטור חד פעמי למשרת מנהל/ת מטה ההסברה הלאומי במשרד ראש הממשלה,פרסום רשמי של נציבות שירות המדינה באתר gov.il (החלטות ועדת שירות המדינה). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/decision2272
act-publications-sec-4-decision2273,sec-4,2026-06-02,החלטה מס' 2273 - פרויקטור חיזוק הגבולות במשרד ראש הממשלה,פרסום רשמי של נציבות שירות המדינה באתר gov.il (החלטות ועדת שירות המדינה). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/decision2273
act-publications-economy-tkina-enforcement-policy,economy,2026-06-01,מדיניות פיקוח ואכיפה בתחום התקינה,פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,regulation; workforce,direct,https://www.gov.il/he/departments/policies/tkina-enforcement-policy
act-publications-sec-36-tuition-colleges-technology,sec-36,2026-06-01,"שכר לימוד לשנת הלימודים תשפ""ז במכללות הטכנולוגיות",פרסום רשמי של משרד העבודה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/tuition-colleges-technology
act-publications-sec-37-hozer-mankal-022026,sec-37,2026-05-31,"חוזר מנכ""ל 02/2026: נוהל קרן שיווק למארגני תיירות נכנסת לישראל לשנת 2026 - ""קול קורא"" מספר 19520","פרסום רשמי של משרד התיירות באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,grants; regulation,direct,https://www.gov.il/he/departments/policies/hozer-mankal-022026
act-publications-sec-4-dec4184-2026,sec-4,2026-05-31,"טיוטת חוק לתיקון פקודת סדר הדין הפלילי (מעצר וחיפוש) (מס' 19) (חיפוש שלא על פי צו חיפוש), התשפ""ו-2026",פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות ממשלה). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/dec4184-2026
act-publications-health-epi-269144126,health,2026-05-27,התפרצות נגיף האבולה מזן Bundibugyo ברפובליקה הדמוקרטית של קונגו  – עדכון 27.05.2026,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/epi-269144126
act-publications-health-fcs-269553826,health,2026-05-27,"דרישות מקצועיות ליבוא מזון רגיש מסוג: גבינות קשות מאוד, קשות וחצי קשות המיוצרות מחלב שאינו מפוסטר",פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/fcs-269553826
act-publications-sec-34-74103,sec-34,2026-05-27,החלטה מס'  74103 – הכרה בעלויות המתקנים להפחתת פליטות ביחידות הפחמיות של חברת החשמל,פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/74103
act-publications-sec-4-directive-14-2026,sec-4,2026-05-27,בדיקות תקופתיות לעובדים מגיל 40 ומעלה - עדכון מדיניות דיווח ומימוש זכאות,"פרסום רשמי של נציבות שירות המדינה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/directive-14-2026
act-publications-sec-4-directive-15-2026,sec-4,2026-05-27,"כיבוד בריא 2026 - בישיבות, כנסים, ימי עיון ואירועים היזומים ע""י משרדי הממשלה","פרסום רשמי של נציבות שירות המדינה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/directive-15-2026
act-publications-sec-29-renewal_decision_03042025,sec-29,2026-05-26,החלטת הממונה על סגירת הפנייה בשל אי צירוף אסמכתאות ובקשת סעדים שאינם בסמכות הממונה,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/renewal_decision_03042025
act-publications-sec-29-renewal_decision_03042025a,sec-29,2026-05-26,החלטת הממונה על סגירת הפנייה בשל טענות מסחריות וללא ראיות להפרת הוראות הדין או הפעלת לחץ בלתי סביר,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/renewal_decision_03042025a
act-publications-sec-29-renewal_decision_09032025,sec-29,2026-05-26,החלטת הממונה על דחיית פנייה בטענה לניגוד עניינים בין נציגות הדיירים למשרד עוד וכן לביטול הסכמים שלא נחתמו על ידי הדייר הפונה,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/renewal_decision_09032025
act-publications-sec-29-renewal_decision_16022025,sec-29,2026-05-26,החלטת הממונה בנושא ביסוס תשתית לבירור הפנייה ובקשת סעדים בהתאם לסמכות הממונה,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,infrastructure,direct,https://www.gov.il/he/departments/policies/renewal_decision_16022025
act-publications-sec-29-renewal_decision_21042025,sec-29,2026-05-26,החלטת הממונה לדחות את הפנייה בטענות לאי שוויון בתמורות,פרסום רשמי של הרשות הממשלתית להתחדשות עירונית באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/renewal_decision_21042025
